nces_id,state,name,phone,website,street,city,zip_state,zip,lea_type,status
0691046,CA,Tuolumne County Superintendent of Schools,(209)536-2000,http://www.tcsos.us,175 Fairview Ln.,Sonora,CA,95370,Regular public school district that is not a component of a supervisory union,Open
0691047,CA,Ventura County Office of Education,(805)383-1902,http://www.vcoe.org,5189 Verdugo Way,Camarillo,CA,93012,Regular public school district that is not a component of a supervisory union,Open
0691048,CA,Yuba County Office of Education,(530)749-4900,http://www.yubacoe.org,935 14th St.,Marysville,CA,95901,Regular public school district that is not a component of a supervisory union,Open
0691049,CA,Yolo County Office of Education,(530)668-6700,http://www.ycoe.org,1280 Santa Anita Ct. Ste. 100,Woodland,CA,95776,Regular public school district that is not a component of a supervisory union,Open
0691051,CA,Alameda County Office of Education,(510)887-0152,http://www.acoe.org,313 West Winton Ave.,Hayward,CA,94544,Regular public school district that is not a component of a supervisory union,Open
0691052,CA,Mono County Office of Education,(760)934-0031,http://www.monocoe.org,PO Box 130,Mammoth Lakes,CA,93546,Regular public school district that is not a component of a supervisory union,Open
0691058,CA,Alpine County Office of Education,(530)694-2230,http://www.alpinestudents.org,43 Hawkside Dr.,Markleeville,CA,96120,Regular public school district that is not a component of a supervisory union,Open
0691063,CA,Del Norte County Office of Education,(707)464-0200,http://www.dncoe.org,301 West Washington Blvd.,Crescent City,CA,95531,Regular public school district that is not a component of a supervisory union,Open
0691078,CA,Los Angeles County Office of Education,(562)922-6111,http://www.lacoe.edu,9300 Imperial Hwy.,Downey,CA,90242,Regular public school district that is not a component of a supervisory union,Open
0691090,CA,Mariposa County Office of Education,(209)742-0250,http://www.mariposa.k12.ca.us,PO Box 8,Mariposa,CA,95338,Regular public school district that is not a component of a supervisory union,Open
0691093,CA,Modoc County Office of Education,(530)233-7101,http://www.modoccoe.k12.ca.us,139 Henderson St.,Alturas,CA,96101,Regular public school district that is not a component of a supervisory union,Open
0691102,CA,Plumas County Office of Education,(530)283-6500,http://www.pcoe.k12.ca.us,50 Church St.,Quincy,CA,95971,Regular public school district that is not a component of a supervisory union,Open
0691111,CA,San Francisco County Office of Education,(415)241-6000,http://www.sfusd.edu/,555 Franklin St.,San Francisco,CA,94102,Regular public school district that is not a component of a supervisory union,Open
0691120,CA,Sierra County Office of Education,(530)993-1660,http://www.sierracountyschools.org,PO Box 955,Loyalton,CA,96118,Regular public school district that is not a component of a supervisory union,Open
0691122,CA,Solano County Office of Education,(707)399-4400,http://www.solanocoe.net,5100 Business Center Dr.,Fairfield,CA,94534,Regular public school district that is not a component of a supervisory union,Open
0691134,CA,Golden Plains Unified,(559)210-5801,http://www.gpusd.org,PO Box 937,San Joaquin,CA,93660,Regular public school district that is not a component of a supervisory union,Open
0691135,CA,Val Verde Unified,(951)940-6100,http://www.valverde.edu,975 West Morgan St.,Perris,CA,92571,Regular public school district that is not a component of a supervisory union,Open
0691136,CA,Aromas - San Juan Unified,(831)623-4500,http://www.asjusd.org,2300 San Juan Hwy.,San Juan Bautista,CA,95045,Regular public school district that is not a component of a supervisory union,Open
0691137,CA,Big Oak Flat-Groveland Unified,(209)962-5765,http://www.bigoakflatgrovelandusd.org,Po Box 1397,Groveland,CA,95321,Regular public school district that is not a component of a supervisory union,Open
0800001,CO,Cheyenne County School District No. Re-5,(719)767-5866,http://www.cheyennesd.net,P O BOX 577,CHEYENNE WELLS,CO,80810,Regular public school district that is not a component of a supervisory union,Open
0800004,CO,DENVER 1,(303)759-2076,http://www.rmsel.org,1700 SOUTH HOLLY STREET,DENVER,CO,80222,Specialized public school district,Open
0800009,CO,Adams County BOCES,(303)286-7294,http://www.adamsboces.org,1400 W. 122ND AVE,WESTMINSTER,CO,80234,Service agency,Open
0800011,CO,Grand Valley BOCES,(970)255-2700,http://www.coloradomesa.edu,2508 BLICHMANN AVENUE,GRAND JUNCTION,CO,81505,Service agency,Open
0800012,CO,Mt Evans BOCES,(303)679-7404,http://mtevansboces.com/,320 HWY 103,IDAHO SPRINGS,CO,80427,Service agency,Open
0800013,CO,Uncompahgre BOCES,(970)626-2977,http://www.unboces.org,1115 CLINTON AVE,RIDGWAY,CO,81432,Service agency,Open
0800014,CO,Santa Fe Trail BOCES,(719)383-2623,http://www.sftboces.org,PO BOX 980,LA JUNTA,CO,81050,Service agency,Open
0800015,CO,Front Range BOCES,(720)375-5813,http://www.frboces.org,6500 ARAPAHOE ROAD,BOULDER,CO,80303,Service agency,Open
0800016,CO,Yuma 1 School District,(970)848-5831,http://www.yumaschools.org/,P O BOX 327,YUMA,CO,80759,Regular public school district that is not a component of a supervisory union,Open
0800017,CO,Wray RD-2 School District,(970)332-5764,http://www.wrayschools.org,30160 COUNTY ROAD 35,WRAY,CO,80758,Regular public school district that is not a component of a supervisory union,Open
0800018,CO,Idalia RJ-3 School District,(970)354-7298,http://www.idaliaco.us,P O BOX 40,IDALIA,CO,80735,Regular public school district that is not a component of a supervisory union,Open
0800019,CO,Liberty J-4 School District,(970)358-4288,http://www.libertyschoolj4.com/,P O BOX 112,JOES,CO,80822,Regular public school district that is not a component of a supervisory union,Open
0800020,CO,State Charter School Institute,(303)866-3299,http://www.csi.state.co.us,1525 SHERMAN ST. B76,DENVER,CO,80203,Independent charter district,Open
0800022,CO,Ute Pass BOCES,(719)685-2640,http://www.upboces.org/,405 EL MONTE PLACE,MANITOU SPRINGS,CO,80829,Service agency,Open
0800023,CO,Colorado School for the Deaf and Blind,(719)578-2100,http://www.csdb.org/,33 N INSTITUTE ST,COLORADO SPRINGS,CO,80903,State operated agency,Open
0800220,CO,El Paso 8 Fountain AU,(719)382-1308,http://www.ffc8.org/,10665 Jimmy Camp Road,Fountain,CO,80817,Service agency,Open
0800221,CO,Pueblo 60 Urban AU,(719)253-6026,http://pueblocityschools.us,315 West 11th Street,Pueblo,CO,81003,Service agency,Open
0800222,CO,Jefferson R-1 AU,(303)982-6697,http://www.jeffcopublicschools.org/,1829 Denver West Drive Bldg.#27,Golden,CO,80401,Service agency,Open
0800223,CO,El Paso 3 Widefield AU,(719)391-3075,http://www.wsd3.org,930 Leta Drive,Colorado Springs,CO,80911,Service agency,Open
0800224,CO,Arapahoe 6 Littleton AU,(303)347-3471,http://www.littletonpublicschools.net/,5776 South Crocker Street,Littleton,CO,80120,Service agency,Open
0800225,CO,El Paso 20 Academy AU,(719)234-1324,http://www.asd20.org,1110 Chapel Hills Drive,Colorado Springs,CO,80920,Service agency,Open
0800226,CO,Centennial BOCES AU,(970)352-7404,http://www.cboces.org,2020 CLUBHOUSE DRIVE STE #230,GREELEY,CO,80634,Service agency,Open
0800227,CO,Boulder Re-2 Boulder AU,(303)447-5072,http://www.bvsd.org,P O BOX 9011,BOULDER,CO,80303,Service agency,Open
0800228,CO,Arapahoe 2 Sheridan AU,(720)833-6601,http://www.ssd2.org/,P.O. Box 1198,Englewood,CO,80150,Service agency,Open
0800229,CO,Northeast BOCES AU,(970)774-6152,http://www.neboces.com,301 West Powell,Haxtun,CO,80731,Service agency,Open
0800230,CO,Department of Corrections AU,(719)226-4418,http://www.doc.state.co.us/,2862 South Circle Drive,Colorado Springs,CO,80906,Service agency,Open
0800231,CO,El Paso 38 Lewis Palmer AU,(719)481-9447,http://www.lewispalmer.org,146 Jefferson Street,Monument,CO,80132,Service agency,Open
0800232,CO,Division of Youth Services AU,(303)866-7962,http://sites.google.com/a/state.co.us/cdhs-dyc/,4141 SOUTH JULIAN WAY,DENVER,CO,80236,Service agency,Open
0800233,CO,Fremont Re-1 Canon City AU,(719)276-5716,http://www.re-2.org/,101 North 14th Street,Canon City,CO,81212,Service agency,Open
0800234,CO,East Central BOCES AU,(719)775-2342,http://www.ecboces.org/bocesweb/,820 Second Street,Limon,CO,80828,Service agency,Open
0800235,CO,Logan Re-1 Valley AU,(970)522-0792,http://www.re1valleyschools.org/,415 Beattie Street,Sterling,CO,80751,Service agency,Open
0800236,CO,El Paso 2 Harrison AU,(719)579-3240,http://www.hsd2.org,2883 South Circle Drive,Colorado Springs,CO,80906,Service agency,Open
0800237,CO,Adams 27J School District 27J AU,(303)655-2925,http://www.sd27j.org,18551 EAST 160TH AVENUE,BRIGHTON,CO,80601,Service agency,Open
0800238,CO,Mt Evans BOCES AU,(303)567-3855,http://mtevansboces.com/,320 Highway 103,Idaho Springs,CO,80452,Service agency,Open
0800239,CO,Delta 50J AU,(970)874-7607,http://www.deltaschools.com,1002 Hastings Street,Delta,CO,81416,Service agency,Open
0800240,CO,Gunnison Re-1J AU,(970)641-7750,http://www.gunnisonschools.net/,800 North Boulevard,Gunnison,CO,81230,Service agency,Open
0800241,CO,South Central BOCES AU,(719)647-0023,http://www.sc-boces.org/,323 South Purcell Blvd,Pueblo West,CO,81007,Service agency,Open
0800242,CO,EL PASO COUNTY COLORADO SCHOOL DISTRICT 49 AU,(719)495-1116,http://www.d49.org/,7545 MOHAWK ROAD,COLORADO SPRINGS,CO,80908,Service agency,Open
0800243,CO,Morgan Re-3 Fort Morgan AU,(970)867-5633,http://www.morgan.k12.co.us,715 West Platte Avenue,Fort Morgan,CO,80701,Service agency,Open
0800245,CO,Denver 1 AU,(720)423-3506,http://www.dpsk12.org,900 Grant Street 2nd Floor,Denver,CO,80203,Service agency,Open
0800246,CO,Mesa 51 Grand Junction AU,(970)254-5309,http://www.d51schools.org/,2523 Patterson Road,Grand Junction,CO,81505,Service agency,Open
0800247,CO,Arapahoe 5 Cherry Creek AU,(720)554-4236,http://www.cherrycreekschools.org,4700 South Yosemite Street #240,Greenwood Village,CO,80111,Service agency,Open
0800248,CO,Northwest BOCES AU,(970)879-0391,http://www.nwboces.org,325 7th Street,Steamboat Springs,CO,80477,Service agency,Open
0800249,CO,Larimer R-1 Poudre AU,(970)490-3114,http://www.psdschools.org/,2407 LaPorte Avenue,Fort Collins,CO,80521,Service agency,Open
0800250,CO,Weld RE-4 Windsor AU,(970)686-8022,http://www.weldre4.org/,1020 MAIN STREET,WINDSOR,CO,80550,Service agency,Open
0800251,CO,Larimer R-2J Thompson AU,(970)613-5019,http://www.thompsonschools.org/,800 South Taft Avenue,Loveland,CO,80537,Service agency,Open
0800253,CO,San Juan BOCES AU,(970)247-3261,http://sjboces.org/,201 East 12th Street,Durango,CO,81301,Service agency,Open
0800254,CO,Moffat Re-1 Craig AU,(970)826-4249,http://www.moffatsd.org,775 Yampa Avenue,Craig,CO,81625,Service agency,Open
0800255,CO,Adams-Arap 28J Aurora AU,(303)340-0510,http://aurorak12.org,15751 East First Avenue,Aurora,CO,80011,Service agency,Open
0800256,CO,Southeastern BOCES AU,(719)336-9046,http://www.seboces.org,703 South 3rd Street,Lamar,CO,81052,Service agency,Open
0800257,CO,Westminster Public Schools AU,(303)657-3861,http://www.westminsterpublicschools.org/,4476 WEST 68TH AVENUE,WESTMINSTER,CO,80030,Service agency,Open
0800258,CO,Adams 1 Mapleton AU,(303)853-1128,http://www.mapleton.us,591 East 80th Avenue,Denver,CO,80229,Service agency,Open
0800259,CO,Colorado Mental Health Institute Pueblo AU,(719)546-4856,http://www.colorado.gov/CDHS/CMHIP,1600 West 24th Street,Pueblo,CO,81003,Service agency,Open
0800260,CO,Douglas RE-1 AU,(303)387-0170,http://www.dcsdk12.org,620 Wilcox Street,Castle Rock,CO,80104,Service agency,Open
0800261,CO,San Luis Valley BOCES AU,(719)587-5417,http://www.slvboces.org/,2261 Enterprise Drive,Alamosa,CO,81101,Service agency,Open
0800262,CO,Uncompahgre BOCES AU,(970)626-2977,http://www.unboces.org,1115 CLINTON AVE,RIDGWAY,CO,81432,Service agency,Open
0800263,CO,Boulder RE-1J St Vrain AU,(303)772-7700,http://www.svvsd.org,395 South Pratt Pkwy,Longmont,CO,80501,Service agency,Open
0800264,CO,El Paso 12 Cheyenne Mountain AU,(719)327-2823,http://www.cmsd12.org,1805 Preserve Drive,Colorado Springs,CO,80906,Service agency,Open
0800265,CO,Fort Lupton/Keenesburg AU,(303)536-2002,http://re3j.com/,99 West Broadway,Keenesburg,CO,80643,Service agency,Open
0800266,CO,Charter School Institute AU,(303)662-1220,http://www.csi.state.co.us/,1580 Logan Street Ste. 760,Denver,CO,80203,Independent charter district,Open
0800267,CO,Larimer R-3 Park AU,(970)586-2361,http://www.estesschools.org,1605 Brodie Avenue,Estes Park,CO,80517,Service agency,Open
0800268,CO,Adams 12 Northglenn AU,(720)972-4778,http://www.adams12.org,1500 East 128th Avenue,Thornton,CO,80241,Service agency,Open
0800269,CO,Montrose RE-1J AU,(970)249-2405,http://www.mcsd.org,526 North 6th Street,Montrose,CO,81401,Service agency,Open
0800270,CO,Weld 6 Greeley AU,(970)348-6103,http://www.greeleyschools.org,1025 9th Avenue,Greeley,CO,80631,Service agency,Open
0800271,CO,Santa Fe Trail BOCES AU,(719)383-2623,http://www.sftboces.org,315 Santa Fe Avenue,La Junta,CO,81050,Service agency,Open
0800272,CO,Adams 14 Commerce City AU,(303)853-3246,http://www.adams14.org,5291 East 60th Avenue,Commerce City,CO,80022,Service agency,Open
0800273,CO,Arapahoe 1 Englewood AU,(303)806-2086,http://www.englewoodschools.net/,4101 South Bannock,Englewood,CO,80110,Service agency,Open
0800274,CO,Mountain BOCES AU,(970)963-3243,http://www.colorado.gov/mountainboces,995 Cowen Drive Suite 10,Carbondale,CO,81623,Service agency,Open
0800275,CO,Ute Pass BOCES AU,(719)686-2017,http://www.upboces.org/,211 North Baldwin,Woodland Park,CO,80866,Service agency,Open
0800276,CO,Pikes Peak BOCES AU,(719)622-2083,http://www.ppboces.org,4825 Lorna Place,Colorado Springs,CO,80915,Service agency,Open
0800277,CO,Rio Blanco BOCES AU,(970)675-2064,http://www.rioblancoboces.org,234 South Jones Avenue #103,Rangely,CO,81648,Service agency,Open
0800278,CO,Pueblo 70 Rural AU,(719)295-6532,http://www.district70.org,24951 East Highway 50,Pueblo,CO,81006,Service agency,Open
0800279,CO,El Paso 11 Colo Springs AU,(719)520-2148,http://www.d11.org,1115 North El Paso Street,Colorado Springs,CO,80903,Service agency,Open
0800280,CO,Colorado School for the Deaf and Blind AU,(719)578-2177,http://www.csdb.org/,33 North Institute Street,Colorado Springs,CO,80903,Service agency,Open
0800281,CO,Weld RE-5J Johnstown-Milliken AU,(970)587-6050,http://www.weldre5j.k12.co.us/,110 SO CENTENNIAL DR SUITE A,MILLIKEN,CO,80543,Service agency,Open
0800282,CO,EDUCATION REENVISIONED BOCES,(719)368-6392,http://www.edreenvisioned.org,430 BEACON LITE ROAD SUITE 150,MONUMENT,CO,80132,Specialized public school district,Open
0800283,CO,Eagle County School District RE-50J AU,(970)328-6321,http://www.eagleschools.net/,P O BOX 740,Eagle,CO,81631,Service agency,Open
0800284,CO,Elizabeth School District AU,(303)646-4441,http://www.elizabethschooldistrict.org,P O BOX 610,ELIZABETH,CO,80107,Service agency,Open
0800285,CO,Department of Corrections,(719)226-4418,http://www.colorado.gov/cdoc,2862 SOUTH CIRCLE DRIVE,COLORADO SPRINGS,CO,80906,State operated agency,Open
0800286,CO,Division of Youth Services,(303)866-7962,http://www.colorado.gov/cdhs/dys,4141 SOUTH JULIAN WAY,DENVER,CO,80236,State operated agency,Open
0800287,CO,CMHI Pueblo,(719)546-4856,http://www.colorado.gov/pacific/cdhs/colorado-mental-health-institute-pueblo,1600 WEST 24TH STREET,PUEBLO,CO,81003,State operated agency,Open
0800288,CO,Summit RE-1 AU,(970)368-1000,http://www.summitk12.org,150 SCHOOL ROAD,FRISCO,CO,80443,Service agency,Open
0800289,CO,Aspen 1 AU,(970)925-3760,http://www.aspenk12.net/,0235 HIGH SCHOOL ROAD,ASPEN,CO,81611,Service agency,Open
0800291,CO,Durango 9-R AU,(970)247-5411,http://www.durangoschools.org,201 EAST 12TH STREET,DURANGO,CO,81301,Service agency,Open
0800292,CO,Colorado River BOCES,(970)285-5265,http://www.crboces.org,460 STONE QUARRY ROAD PO BOX 68,PARACHUTE,CO,81635,Specialized public school district,Open
0800293,CO,Colorado River BOCES AU,(970)285-5265,http://www.crboces.org,460 STONE QUARRY ROAD,PARACHUTE,CO,81635,Service agency,Open
0800294,CO,Education reEnvisioned BOCES AU,(719)368-6392,http://www.edreenvisioned.org/,430 BEACON LITE ROAD SUITE 135,MONUMENT,CO,80132,Service agency,Open
0800295,CO,Roaring Fork School District AU,(970)384-6000,http://www.rfsd.org,400 SOPRIS AVE,CARBONDALE,CO,81623,Service agency,Open
0801920,CO,Academy School District No. 20 in the county of El Paso an,(719)234-1200,http://www.asd20.org,1110 CHAPEL HILLS DRIVE,COLORADO SPRINGS,CO,80920,Regular public school district that is not a component of a supervisory union,Open
0801950,CO,School District N. 14 in the county of Adams & State of Colo,(303)853-3333,http://www.adams14.org,5291 EAST 60TH AVENUE,COMMERCE CITY,CO,80022,Regular public school district that is not a component of a supervisory union,Open
0801980,CO,Agate School District No. 300,(719)764-2741,http://www.agateschools.net,PO BOX 118,AGATE,CO,80101,Regular public school district that is not a component of a supervisory union,Open
0802010,CO,Aguilar Reorganized School District No. 6,(719)941-4188,http://www.aguilarschools.com,P O BOX 567,AGUILAR,CO,81020,Regular public school district that is not a component of a supervisory union,Open
0802040,CO,Akron School District No. R-1,(970)345-2053,http://www.akronrams.net,P O BOX 429,AKRON,CO,80720,Regular public school district that is not a component of a supervisory union,Open
0802070,CO,Alamosa School District No. Re-11J,(719)587-1600,http://alamosa.k12.co.us,209 VICTORIA AVENUE,ALAMOSA,CO,81101,Regular public school district that is not a component of a supervisory union,Open
0802130,CO,South Conejos School District No. Re10,(719)376-7001,http://southconejos.com,P O BOX 398,ANTONITO,CO,81120,Regular public school district that is not a component of a supervisory union,Open
0802190,CO,Archuleta County School District No. 50 Jt,(970)264-2228,http://www.mypagosaschools.com,PO BOX 1498,PAGOSA SPRINGS,CO,81147,Regular public school district that is not a component of a supervisory union,Open
0802220,CO,Arickaree School District No. R-2,(970)383-2202,http://www.arickaree.org,12155 COUNTY ROAD NN,ANTON,CO,80801,Regular public school district that is not a component of a supervisory union,Open
0802260,CO,Arriba-Flagler Consolidated School District No. 20,(719)765-4684,http://www.af20.net,P O BOX 218,FLAGLER,CO,80815,Regular public school district that is not a component of a supervisory union,Open
0802280,CO,Aspen School District No. 1 in the county of Pitkin and Sta,(970)925-3760,http://www.aspenk12.net,0235 HIGH SCHOOL ROAD,ASPEN,CO,81611,Regular public school district that is not a component of a supervisory union,Open
0802310,CO,Weld County School District No. Re-9,(970)834-1345,http://www.weldre9.org/,PO BOX 1390,AULT,CO,80610,Regular public school district that is not a component of a supervisory union,Open
0802340,CO,Aurora Joint District No. 28 of the counties of Adams and A,(303)365-7800,http://aurorak12.org,15701 E. 1ST AVE. SUITE 206,AURORA,CO,80011,Regular public school district that is not a component of a supervisory union,Open
0802370,CO,Platte Canyon School District No. 1 of  the county of Park,(303)838-7666,http://www.plattecanyonschools.org,P O BOX 1069,BAILEY,CO,80421,Regular public school district that is not a component of a supervisory union,Open
0802400,CO,Bayfield School District No. 10Jt-R,(970)884-2496,http://www.bayfield.k12.co.us/,24 S CLOVER DRIVE,BAYFIELD,CO,81122,Regular public school district that is not a component of a supervisory union,Open
0802430,CO,Bennett School District No. 29J,(303)644-3234,http://www.bsd29j.com/,615 7TH STREET,BENNETT,CO,80102,Regular public school district that is not a component of a supervisory union,Open
0802460,CO,Bethune School District No. R- 5,(719)346-7513,http://bethuneschool.com,P. O. BOX 127,BETHUNE,CO,80805,Regular public school district that is not a component of a supervisory union,Open
0802490,CO,Boulder Valley School District No. Re2,(303)447-1010,http://www.bvsd.org,P O BOX 9011,BOULDER,CO,80301,Regular public school district that is not a component of a supervisory union,Open
0802520,CO,Branson Reorganized School District No. 82,(719)946-5531,http://www.bransonschooldistrict.com,PO BOX 128,BRANSON,CO,81027,Regular public school district that is not a component of a supervisory union,Open
0802550,CO,School District No. Re-10 in the county of Weld and State o,(970)656-3417,http://www.briggsdaleschool.org,P O BOX 129,BRIGGSDALE,CO,80611,Regular public school district that is not a component of a supervisory union,Open
0802580,CO,School District 27J,(303)655-2900,http://www.sd27j.org,18551 EAST 160TH AVENUE,BRIGHTON,CO,80601,Regular public school district that is not a component of a supervisory union,Open
0802610,CO,School District No. Re-2 Brush,(970)842-5176,http://www.brushschools.org,527 INDUSTRIAL PARK ROAD,BRUSH,CO,80723,Regular public school district that is not a component of a supervisory union,Open
0802640,CO,Buena Vista School District No. R-31,(719)395-7099,http://www.bvschools.org,P O BOX 2027,BUENA VISTA,CO,81211,Regular public school district that is not a component of a supervisory union,Open
0802670,CO,Burlington Public School District No. RE-6J,(719)346-8737,http://www.burlingtonk12.org/,2600 ROSE AVE.,BURLINGTON,CO,80807,Regular public school district that is not a component of a supervisory union,Open
0802700,CO,Byers School District No. 32J,(303)822-5292,http://www.byers32j.k12.co.us,444 EAST FRONT STREET,BYERS,CO,80103,Regular public school district that is not a component of a supervisory union,Open
0802730,CO,Calhan District No. RJ1,(719)347-2541,http://www.calhanschool.org,800 BULLDOG DRIVE,CALHAN,CO,80808,Regular public school district that is not a component of a supervisory union,Open
0802760,CO,Campo School District No. Re-6,(719)787-2226,http://www.campok12.org,P O BOX 70,CAMPO,CO,81029,Regular public school district that is not a component of a supervisory union,Open
0802790,CO,Fremont Re-1,(719)276-5700,http://www.canoncityschools.org/,101 NORTH 14TH STREET,CANON CITY,CO,81212,Regular public school district that is not a component of a supervisory union,Open
0802850,CO,Center Consolidated School District No. 26 Jt. of the count,(719)754-3442,http://www.center.k12.co.us,550 S. SYLVESTER AVENUE,CENTER,CO,81125,Regular public school district that is not a component of a supervisory union,Open
0802880,CO,Cheraw School District No. 31 in the county of Otero and S,(719)853-6655,http://www.cheraw.k12.co.us,P.O. BOX 160,CHERAW,CO,81030,Regular public school district that is not a component of a supervisory union,Open
0802910,CO,Cherry Creek School District No. 5 in the county of Arapah,(303)773-1184,http://www.cherrycreekschools.org,4700 SOUTH YOSEMITE STREET,GREENWOOD VILLAGE,CO,80111,Regular public school district that is not a component of a supervisory union,Open
0802940,CO,Cheyenne Mountain School District No. 12 in the county of E,(719)475-6100,http://www.cmsd12.org,1775 LACLEDE STREET,COLORADO SPRINGS,CO,80905,Regular public school district that is not a component of a supervisory union,Open
0803000,CO,Clear Creek School District No. Re-1,(303)567-3850,http://www.ccsdre1.org,P O BOX 3399,IDAHO SPRINGS,CO,80452,Regular public school district that is not a component of a supervisory union,Open
0803030,CO,Plateau Valley School District No. 50 in the county of Mesa,(970)487-3547,http://www.pvsd50.org/,56600 HIGHWAY 330,COLLBRAN,CO,81624,Regular public school district that is not a component of a supervisory union,Open
0803060,CO,Colorado Springs School District No. 11 in the county of E,(719)520-2000,http://www.d11.org,1115 NORTH EL PASO STREET,COLORADO SPRINGS,CO,80903,Regular public school district that is not a component of a supervisory union,Open
0803090,CO,Montezuma-Cortez School District No. Re-1,(970)565-7282,http://www.cortez.k12.co.us/,PO DRAWER R,CORTEZ,CO,81321,Regular public school district that is not a component of a supervisory union,Open
0803120,CO,Fremont Re-3,(719)942-4131,http://www.cotopaxire3.org,P O BOX 385,COTOPAXI,CO,81223,Regular public school district that is not a component of a supervisory union,Open
0803150,CO,Creede School District,(719)658-2220,http://www.creedek12.net/,P O BOX 429,CREEDE,CO,81130,Regular public school district that is not a component of a supervisory union,Open
0803180,CO,Cripple Creek-Victor School District No. Re-1,(719)689-2685,http://www.ccvschools.org,P O BOX 897,CRIPPLE CREEK,CO,80813,Regular public school district that is not a component of a supervisory union,Open
0803210,CO,Crowley County School District No. Re-1-J,(719)267-3117,http://www.cck12.net,1001 MAIN STREET,ORDWAY,CO,81063,Regular public school district that is not a component of a supervisory union,Open
0803240,CO,De Beque Joint District No. 49 of the counties of Mesa and,(970)283-5596,http://www.dbschools.org,P O BOX 70,DE BEQUE,CO,81630,Regular public school district that is not a component of a supervisory union,Open
0803270,CO,Deer Trail School District No. 26J,(303)769-4421,http://www.dt26j.com,P O BOX 129,DEER TRAIL,CO,80105,Regular public school district that is not a component of a supervisory union,Open
0803300,CO,Upper Rio Grande School District C-7,(719)657-4040,http://www.dncsd.org,950 FRENCH STREET,DEL NORTE,CO,81132,Regular public school district that is not a component of a supervisory union,Open
0803330,CO,Delta County Joint District No. 50,(970)874-4438,http://www.deltaschools.com,145 WEST 4TH STREET,DELTA,CO,81416,Regular public school district that is not a component of a supervisory union,Open
0803360,CO,School District No. 1 in the county of Denver and State of C,(720)423-3200,http://www.dpsk12.org,1860 LINCOLN ST,DENVER,CO,80203,Regular public school district that is not a component of a supervisory union,Open
0803390,CO,Dolores School District No. Re-4A,(970)882-7255,http://www.doloresschools.org,P O BOX 727,DOLORES,CO,81323,Regular public school district that is not a component of a supervisory union,Open
0803420,CO,Dolores County School District RE-2J,(970)677-2522,http://www.dc2j.org,P O DRAWER 459,DOVE CREEK,CO,81324,Regular public school district that is not a component of a supervisory union,Open
0803450,CO,Douglas County School District No. Re 1,(303)387-0100,http://www.dcsdk12.org,620 WILCOX STREET,CASTLE ROCK,CO,80104,Regular public school district that is not a component of a supervisory union,Open
0803480,CO,Durango School District No. 9-R,(970)247-5411,http://www.durangoschools.org,201 EAST 12TH STREET,DURANGO,CO,81301,Regular public school district that is not a component of a supervisory union,Open
0803510,CO,Kiowa County School District No. Re-1,(719)438-2218,http://www.eadseagles.org,210 WEST 10TH,EADS,CO,81036,Regular public school district that is not a component of a supervisory union,Open
0803540,CO,Eagle County School District No. Re 50,(970)328-6321,http://www.eagleschools.net/,P O BOX 740,EAGLE,CO,81631,Regular public school district that is not a component of a supervisory union,Open
0803600,CO,Weld County School District No. Re-2,(970)454-3402,http://www.eaton.k12.co.us,211 1ST ST,EATON,CO,80615,Regular public school district that is not a component of a supervisory union,Open
0803630,CO,Edison Joint District No. 54 of the counties of El Paso and,(719)478-2125,http://www.edison54jt.org,14550 EDISON ROAD,YODER,CO,80864,Regular public school district that is not a component of a supervisory union,Open
0803690,CO,Elbert School District No. 200,(303)648-3030,http://www.elbertschool.org,P O BOX 38,ELBERT,CO,80106,Regular public school district that is not a component of a supervisory union,Open
0803720,CO,ELIZABETH SCHOOL DISTRICT,(303)646-4441,http://www.elizabethschooldistrict.org,P O BOX 610,ELIZABETH,CO,80107,Regular public school district that is not a component of a supervisory union,Open
0803750,CO,Ellicott School District No. 22 in the county of El Paso a,(719)683-2700,http://www.ellicottschools.org/,322 SOUTH ELLICOTT HIGHWAY,ELLICOTT,CO,80808,Regular public school district that is not a component of a supervisory union,Open
0803780,CO,Englewood School District No. 1 in the county of Arapahoe,(303)761-7050,http://www.englewoodschools.net/,4101 SOUTH BANNOCK STREET,ENGLEWOOD,CO,80110,Regular public school district that is not a component of a supervisory union,Open
0803810,CO,Estes Park School District R-3,(970)586-2361,http://www.estesschools.org,1605 BRODIE AVENUE,ESTES PARK,CO,80517,Regular public school district that is not a component of a supervisory union,Open
0803840,CO,Park County School District No. Re-2,(719)836-3114,http://www.parkcountyre2.org,BOX 189,FAIRPLAY,CO,80440,Regular public school district that is not a component of a supervisory union,Open
0803870,CO,El Paso County Colorado School District 49,(719)495-1100,http://www.d49.org/,10850 EAST WOODMEN ROAD,PEYTON,CO,80831,Regular public school district that is not a component of a supervisory union,Open
0803930,CO,School District No. Re-3 Frenchman,(970)265-2111,http://www.flemingschools.org,506 NORTH FREMONT AVE,FLEMING,CO,80728,Regular public school district that is not a component of a supervisory union,Open
0803960,CO,Fremont Re-2,(719)784-6312,http://www.re-2.org/,403 WEST 5TH STREET,FLORENCE,CO,81226,Regular public school district that is not a component of a supervisory union,Open
0803990,CO,Poudre School District R-1,(970)482-7420,http://www.psdschools.org/,2407 LAPORTE AVENUE,FORT COLLINS,CO,80521,Regular public school district that is not a component of a supervisory union,Open
